userID,type,username,password,name,address,balance,isDeleted,department,rollNo,designation,position,membershipLevel
160,student,danish160,danish160@123,Danish Ahmed,House 48 - Peshawar,46.34,0,Computer Science,1160,,,
161,student,hussain161,hussain161@123,Hussain Ahmed,House 145 - Islamabad,167.81,0,Software Engineering,1161,,,
162,student,saad162,saad162@123,Saad Khan,House 743 - Quetta,49.24,0,Electrical Engineering,1162,,,
163,student,noman163,noman163@123,Noman Iqbal,House 852 - Lahore,34.26,0,Electrical Engineering,1163,,,
164,student,farhan164,farhan164@123,Farhan Rehman,House 675 - Quetta,107.26,0,Physics,1164,,,
165,student,danish165,danish165@123,Danish Ahmed,House 414 - Lahore,31.86,0,Mechanical Engineering,1165,,,
166,student,adnan166,adnan166@123,Adnan Malik,House 76 - Lahore,148.44,0,Mechanical Engineering,1166,,,
167,student,tariq167,tariq167@123,Tariq Hussain,House 983 - Islamabad,166.7,0,Mathematics,1167,,,
168,student,farhan168,farhan168@123,Farhan Siddiqui,House 458 - Rawalpindi,13.99,0,Physics,1168,,,
169,student,hassan169,hassan169@123,Hassan Malik,House 969 - Quetta,32.81,0,Computer Science,1169,,,
170,student,ahsan170,ahsan170@123,Ahsan Butt,House 564 - Quetta,125.17,0,Mathematics,1170,,,
171,student,farhan171,farhan171@123,Farhan Hussain,House 429 - Sialkot,133.54,0,Physics,1171,,,
172,student,adnan172,adnan172@123,Adnan Ahmed,House 806 - Quetta,98.31,0,Physics,1172,,,
173,student,danish173,danish173@123,Danish Iqbal,House 599 - Islamabad,124.47,0,Electrical Engineering,1173,,,
174,student,saad174,saad174@123,Saad Iqbal,House 862 - Hyderabad,89.76,0,Mathematics,1174,,,
175,student,hassan175,hassan175@123,Hassan Rehman,House 257 - Hyderabad,119.46,0,Software Engineering,1175,,,
176,student,tariq176,tariq176@123,Tariq Ansari,House 975 - Karachi,157.13,0,Software Engineering,1176,,,
177,student,noman177,noman177@123,Noman Iqbal,House 566 - Hyderabad,57.28,0,Business Administration,1177,,,
178,student,danish178,danish178@123,Danish Butt,House 216 - Quetta,147.12,0,Mechanical Engineering,1178,,,
179,student,zain179,zain179@123,Zain Butt,House 169 - Peshawar,41.64,0,Electrical Engineering,1179,,,
180,student,imran180,imran180@123,Imran Chaudhry,House 903 - Karachi,58.23,0,Software Engineering,1180,,,
181,student,rizwan181,rizwan181@123,Rizwan Hussain,House 867 - Hyderabad,86.15,0,Mathematics,1181,,,
182,student,hamza182,hamza182@123,Hamza Baig,House 688 - Rawalpindi,44.13,0,Software Engineering,1182,,,
183,student,hamza183,hamza183@123,Hamza Butt,House 397 - Karachi,109.63,0,Electrical Engineering,1183,,,
184,student,farhan184,farhan184@123,Farhan Sheikh,House 194 - Sialkot,83.8,0,Mathematics,1184,,,
185,student,hassan185,hassan185@123,Hassan Qureshi,House 670 - Islamabad,24.06,0,Electrical Engineering,1185,,,
186,student,rizwan186,rizwan186@123,Rizwan Hussain,House 568 - Islamabad,34.15,0,Electrical Engineering,1186,,,
187,student,danish187,danish187@123,Danish Iqbal,House 906 - Quetta,37.24,0,Business Administration,1187,,,
188,student,tariq188,tariq188@123,Tariq Iqbal,House 550 - Multan,154.22,0,Software Engineering,1188,,,
189,student,bilal189,bilal189@123,Bilal Chaudhry,House 217 - Faisalabad,118.43,0,Physics,1189,,,
190,student,danish190,danish190@123,Danish Butt,House 720 - Quetta,41.61,0,Electrical Engineering,1190,,,
191,student,kamran191,kamran191@123,Kamran Malik,House 263 - Hyderabad,93.33,0,Computer Science,1191,,,
192,student,imran192,imran192@123,Imran Iqbal,House 837 - Peshawar,124.74,0,Mechanical Engineering,1192,,,
193,student,noman193,noman193@123,Noman Qureshi,House 378 - Lahore,53.59,0,Business Administration,1193,,,
194,student,farhan194,farhan194@123,Farhan Hussain,House 639 - Rawalpindi,47.63,0,Electrical Engineering,1194,,,
195,student,farhan195,farhan195@123,Farhan Shah,House 70 - Islamabad,95.73,0,Computer Science,1195,,,
196,student,usman196,usman196@123,Usman Shah,House 330 - Multan,38.19,0,Software Engineering,1196,,,
197,student,kamran197,kamran197@123,Kamran Ahmed,House 586 - Multan,84.91,0,Software Engineering,1197,,,
198,student,imran198,imran198@123,Imran Ahmed,House 813 - Sialkot,155.84,0,Mechanical Engineering,1198,,,
199,student,ali199,ali199@123,Ali Shah,House 295 - Sialkot,168.5,0,Software Engineering,1199,,,
200,student,hussain200,hussain200@123,Hussain Khan,House 741 - Lahore,79.94,0,Computer Science,1200,,,
201,student,bilal201,bilal201@123,Bilal Iqbal,House 254 - Lahore,116.27,0,Business Administration,1201,,,
202,student,saad202,saad202@123,Saad Farooq,House 402 - Faisalabad,157.77,0,Mechanical Engineering,1202,,,
203,student,adnan203,adnan203@123,Adnan Farooq,House 351 - Karachi,97.23,0,Software Engineering,1203,,,
204,student,hamza204,hamza204@123,Hamza Butt,House 380 - Quetta,56.59,0,Physics,1204,,,
205,student,danish205,danish205@123,Danish Iqbal,House 938 - Peshawar,69.2,0,Electrical Engineering,1205,,,
206,student,usman206,usman206@123,Usman Qureshi,House 216 - Peshawar,170.67,0,Software Engineering,1206,,,
207,student,hussain207,hussain207@123,Hussain Qureshi,House 852 - Hyderabad,128.52,0,Physics,1207,,,
208,student,ali208,ali208@123,Ali Qureshi,House 561 - Hyderabad,115.59,0,Software Engineering,1208,,,
209,student,ahmed209,ahmed209@123,Ahmed Baig,House 919 - Islamabad,3.62,0,Business Administration,1209,,,
210,student,farhan210,farhan210@123,Farhan Butt,House 712 - Quetta,115.3,0,Physics,1210,,,
211,student,farhan211,farhan211@123,Farhan Chaudhry,House 993 - Sialkot,16.82,0,Mechanical Engineering,1211,,,
212,student,adnan212,adnan212@123,Adnan Qureshi,House 208 - Faisalabad,193.69,0,Electrical Engineering,1212,,,
213,student,usman213,usman213@123,Usman Ansari,House 632 - Sialkot,188.9,0,Mathematics,1213,,,
214,student,kamran214,kamran214@123,Kamran Butt,House 88 - Hyderabad,140.52,0,Computer Science,1214,,,
215,student,noman215,noman215@123,Noman Ansari,House 860 - Islamabad,87.22,0,Software Engineering,1215,,,
216,student,danish216,danish216@123,Danish Khan,House 331 - Faisalabad,130,0,Business Administration,1216,,,
217,student,zain217,zain217@123,Zain Iqbal,House 99 - Quetta,1.61,0,Mathematics,1217,,,
218,student,hamza218,hamza218@123,Hamza Iqbal,House 335 - Multan,198.58,0,Mechanical Engineering,1218,,,
219,student,tariq219,tariq219@123,Tariq Farooq,House 369 - Rawalpindi,39.8,0,Mechanical Engineering,1219,,,
220,student,tariq220,tariq220@123,Tariq Baig,House 567 - Hyderabad,31.7,0,Electrical Engineering,1220,,,
221,student,usman221,usman221@123,Usman Ansari,House 401 - Islamabad,122.72,0,Mechanical Engineering,1221,,,
222,student,hamza222,hamza222@123,Hamza Ansari,House 128 - Rawalpindi,45.14,0,Computer Science,1222,,,
223,student,ahmed223,ahmed223@123,Ahmed Siddiqui,House 168 - Lahore,41.1,0,Electrical Engineering,1223,,,
224,student,shahzaib224,shahzaib224@123,Shahzaib Ansari,House 588 - Quetta,16.36,0,Software Engineering,1224,,,
225,student,ahmed225,ahmed225@123,Ahmed Rehman,House 993 - Hyderabad,132.62,0,Electrical Engineering,1225,,,
226,student,zain226,zain226@123,Zain Hussain,House 569 - Islamabad,2.05,0,Mathematics,1226,,,
227,student,bilal227,bilal227@123,Bilal Siddiqui,House 928 - Rawalpindi,50.42,0,Computer Science,1227,,,
228,student,kamran228,kamran228@123,Kamran Ahmed,House 803 - Lahore,160.19,0,Mechanical Engineering,1228,,,
229,student,shahzaib229,shahzaib229@123,Shahzaib Chaudhry,House 164 - Lahore,157.42,0,Software Engineering,1229,,,
230,student,salman230,salman230@123,Salman Malik,House 966 - Lahore,156.17,0,Mathematics,1230,,,
231,student,ahmed231,ahmed231@123,Ahmed Ansari,House 309 - Quetta,49.35,0,Mechanical Engineering,1231,,,
232,student,hussain232,hussain232@123,Hussain Baig,House 181 - Peshawar,168.16,0,Computer Science,1232,,,
233,student,hussain233,hussain233@123,Hussain Ansari,House 264 - Islamabad,125.6,0,Physics,1233,,,
234,student,hussain234,hussain234@123,Hussain Shah,House 344 - Islamabad,73.32,0,Computer Science,1234,,,
235,student,salman235,salman235@123,Salman Qureshi,House 550 - Hyderabad,114.51,0,Physics,1235,,,
236,student,noman236,noman236@123,Noman Rehman,House 968 - Sialkot,106.96,0,Mathematics,1236,,,
237,student,rizwan237,rizwan237@123,Rizwan Iqbal,House 902 - Hyderabad,37.99,0,Mathematics,1237,,,
238,student,noman238,noman238@123,Noman Sheikh,House 64 - Hyderabad,117.87,0,Physics,1238,,,
239,student,imran239,imran239@123,Imran Baig,House 711 - Islamabad,37.56,0,Computer Science,1239,,,
240,student,adnan240,adnan240@123,Adnan Farooq,House 111 - Peshawar,193.96,0,Electrical Engineering,1240,,,
241,student,hussain241,hussain241@123,Hussain Shah,House 70 - Rawalpindi,87.77,0,Business Administration,1241,,,
242,student,farhan242,farhan242@123,Farhan Ansari,House 732 - Sialkot,185.72,0,Physics,1242,,,
243,student,hussain243,hussain243@123,Hussain Iqbal,House 20 - Faisalabad,109.63,0,Mathematics,1243,,,
244,student,hamza244,hamza244@123,Hamza Butt,House 376 - Hyderabad,163.62,0,Mathematics,1244,,,
245,student,hassan245,hassan245@123,Hassan Qureshi,House 264 - Sialkot,60.06,0,Business Administration,1245,,,
246,student,imran246,imran246@123,Imran Qureshi,House 612 - Quetta,16.05,0,Electrical Engineering,1246,,,
247,student,shahzaib247,shahzaib247@123,Shahzaib Hussain,House 125 - Peshawar,68.98,0,Software Engineering,1247,,,
248,student,hamza248,hamza248@123,Hamza Khan,House 31 - Peshawar,84.22,0,Computer Science,1248,,,
249,student,farhan249,farhan249@123,Farhan Iqbal,House 772 - Peshawar,107.21,0,Electrical Engineering,1249,,,
250,student,bilal250,bilal250@123,Bilal Farooq,House 451 - Karachi,128.08,0,Mechanical Engineering,1250,,,
251,student,salman251,salman251@123,Salman Baig,House 765 - Peshawar,6.99,0,Computer Science,1251,,,
252,student,ahsan252,ahsan252@123,Ahsan Khan,House 632 - Rawalpindi,49.45,0,Computer Science,1252,,,
253,student,shahzaib253,shahzaib253@123,Shahzaib Sheikh,House 999 - Rawalpindi,104.03,0,Physics,1253,,,
